snapshot_at,video_id,posted_at,views,likes,comments,shares,saves,desc
2026-05-16T01:05:08.520099+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
2026-05-16T01:15:59.852900+00:00,7640291906391461142,2026-05-16T01:15:18+00:00,0,0,0,0,0,"vita-press-day-9-taste-tester-calloutLondon, I need 5 honest taste testers for Vita Press. No fake wellness claims — just cold-pressed juice, real ingredients, and blunt feedback on flavour, sweetness"
2026-05-16T01:15:59.852900+00:00,7640258184027966742,2026-05-15T23:04:07+00:00,110,0,0,0,0,"TikTok humbled this tiny juice launch, so tomorrow's content is getting built by comments instead of fake wellness hooks. Pick the next proof video: A = batch prep chaos B = taste test reactions C = i"
2026-05-16T01:15:59.852900+00:00,7640125055929814294,2026-05-15T14:27:23+00:00,237,1,0,0,0,Honest question for London would you pay £3.50 for fresh cold pressed juice Comment A B C D plus your area Link in bio
2026-05-16T01:15:59.852900+00:00,7640092547611725078,2026-05-15T12:21:17+00:00,240,1,0,0,0,TikTok humbled this juice launch
2026-05-16T01:15:59.852900+00:00,7639989515167255830,2026-05-15T05:41:39+00:00,267,3,0,0,0,"Fair pushback — moving away from fake wellness claims and showing the real product instead. Vita Press is cold-pressed juice made from food ingredients. Not medical advice, not a cure, and not a repla"
2026-05-16T01:15:59.852900+00:00,7637041719061531926,2026-05-07T07:02:28+00:00,242,17,1,0,4,My nutritionist told me to drink this every morning 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they mak
2026-05-16T01:15:59.852900+00:00,7636671658404728086,2026-05-06T07:06:35+00:00,282,8,0,0,0,What's actually in your £3.50 juice? 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they make fresh cold-pr
2026-05-16T01:15:59.852900+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
2026-05-16T01:19:19.501842+00:00,7640258184027966742,2026-05-15T23:04:07+00:00,111,0,0,0,0,"TikTok humbled this tiny juice launch, so tomorrow's content is getting built by comments instead of fake wellness hooks. Pick the next proof video: A = batch prep chaos B = taste test reactions C = i"
2026-05-16T01:19:19.501842+00:00,7640125055929814294,2026-05-15T14:27:23+00:00,237,1,0,0,0,Honest question for London would you pay £3.50 for fresh cold pressed juice Comment A B C D plus your area Link in bio
2026-05-16T01:19:19.501842+00:00,7640092547611725078,2026-05-15T12:21:17+00:00,240,1,0,0,0,TikTok humbled this juice launch
2026-05-16T01:19:19.501842+00:00,7639989515167255830,2026-05-15T05:41:39+00:00,267,3,0,0,0,"Fair pushback — moving away from fake wellness claims and showing the real product instead. Vita Press is cold-pressed juice made from food ingredients. Not medical advice, not a cure, and not a repla"
2026-05-16T01:19:19.501842+00:00,7637041719061531926,2026-05-07T07:02:28+00:00,242,17,1,0,4,My nutritionist told me to drink this every morning 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they mak
2026-05-16T01:19:19.501842+00:00,7636671658404728086,2026-05-06T07:06:35+00:00,282,8,0,0,0,What's actually in your £3.50 juice? 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they make fresh cold-pr
2026-05-16T01:19:19.501842+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
2026-05-16T01:20:45.507213+00:00,7640292882129128726,2026-05-16T01:19:09+00:00,0,0,0,0,0,London taste test needed
2026-05-16T01:20:45.507213+00:00,7640258184027966742,2026-05-15T23:04:07+00:00,112,0,0,0,0,"TikTok humbled this tiny juice launch, so tomorrow's content is getting built by comments instead of fake wellness hooks. Pick the next proof video: A = batch prep chaos B = taste test reactions C = i"
2026-05-16T01:20:45.507213+00:00,7640125055929814294,2026-05-15T14:27:23+00:00,237,1,0,0,0,Honest question for London would you pay £3.50 for fresh cold pressed juice Comment A B C D plus your area Link in bio
2026-05-16T01:20:45.507213+00:00,7640092547611725078,2026-05-15T12:21:17+00:00,240,1,0,0,0,TikTok humbled this juice launch
2026-05-16T01:20:45.507213+00:00,7639989515167255830,2026-05-15T05:41:39+00:00,267,3,0,0,0,"Fair pushback — moving away from fake wellness claims and showing the real product instead. Vita Press is cold-pressed juice made from food ingredients. Not medical advice, not a cure, and not a repla"
2026-05-16T01:20:45.507213+00:00,7637041719061531926,2026-05-07T07:02:28+00:00,242,17,1,0,4,My nutritionist told me to drink this every morning 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they mak
2026-05-16T01:20:45.507213+00:00,7636671658404728086,2026-05-06T07:06:35+00:00,282,8,0,0,0,What's actually in your £3.50 juice? 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they make fresh cold-pr
2026-05-16T01:20:45.507213+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
2026-05-16T03:21:52.883708+00:00,7640292882129128726,2026-05-16T01:19:09+00:00,122,0,0,0,0,London taste test needed
2026-05-16T03:21:52.883708+00:00,7640258184027966742,2026-05-15T23:04:07+00:00,163,0,0,0,0,"TikTok humbled this tiny juice launch, so tomorrow's content is getting built by comments instead of fake wellness hooks. Pick the next proof video: A = batch prep chaos B = taste test reactions C = i"
2026-05-16T03:21:52.883708+00:00,7640125055929814294,2026-05-15T14:27:23+00:00,237,1,0,0,0,Honest question for London would you pay £3.50 for fresh cold pressed juice Comment A B C D plus your area Link in bio
2026-05-16T03:21:52.883708+00:00,7640092547611725078,2026-05-15T12:21:17+00:00,240,1,0,0,0,TikTok humbled this juice launch
2026-05-16T03:21:52.883708+00:00,7639989515167255830,2026-05-15T05:41:39+00:00,267,3,0,0,0,"Fair pushback — moving away from fake wellness claims and showing the real product instead. Vita Press is cold-pressed juice made from food ingredients. Not medical advice, not a cure, and not a repla"
2026-05-16T03:21:52.883708+00:00,7637041719061531926,2026-05-07T07:02:28+00:00,243,17,1,0,4,My nutritionist told me to drink this every morning 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they mak
2026-05-16T03:21:52.883708+00:00,7636671658404728086,2026-05-06T07:06:35+00:00,282,8,0,0,0,What's actually in your £3.50 juice? 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they make fresh cold-pr
2026-05-16T03:21:52.883708+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
2026-05-16T03:31:22.839106+00:00,7640326690341686550,2026-05-16T03:30:36+00:00,0,0,0,0,0,"Vote 24 36 or 48 bottlesTiny fresh-batch problem: make too few bottles and people miss out. Make too many and fresh stock expires fast. So London, vote before I prep the next Vita Press batch: 24 bott"
2026-05-16T03:31:22.839106+00:00,7640292882129128726,2026-05-16T01:19:09+00:00,127,0,0,0,0,London taste test needed
2026-05-16T03:31:22.839106+00:00,7640258184027966742,2026-05-15T23:04:07+00:00,168,0,0,0,0,"TikTok humbled this tiny juice launch, so tomorrow's content is getting built by comments instead of fake wellness hooks. Pick the next proof video: A = batch prep chaos B = taste test reactions C = i"
2026-05-16T03:31:22.839106+00:00,7640125055929814294,2026-05-15T14:27:23+00:00,237,1,0,0,0,Honest question for London would you pay £3.50 for fresh cold pressed juice Comment A B C D plus your area Link in bio
2026-05-16T03:31:22.839106+00:00,7640092547611725078,2026-05-15T12:21:17+00:00,240,1,0,0,0,TikTok humbled this juice launch
2026-05-16T03:31:22.839106+00:00,7639989515167255830,2026-05-15T05:41:39+00:00,267,3,0,0,0,"Fair pushback — moving away from fake wellness claims and showing the real product instead. Vita Press is cold-pressed juice made from food ingredients. Not medical advice, not a cure, and not a repla"
2026-05-16T03:31:22.839106+00:00,7637041719061531926,2026-05-07T07:02:28+00:00,243,17,1,0,4,My nutritionist told me to drink this every morning 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they mak
2026-05-16T03:31:22.839106+00:00,7636671658404728086,2026-05-06T07:06:35+00:00,282,8,0,0,0,What's actually in your £3.50 juice? 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they make fresh cold-pr
2026-05-16T03:31:22.839106+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
2026-05-16T03:35:05.856434+00:00,7640327625642134806,2026-05-16T03:34:15+00:00,0,0,0,0,0,"Tiny fresh-batch problem — make too few bottles and people miss out. Make too many and fresh stock expires fast. London, vote before I prep the next Vita Press batch: 24 bottles, 36 bottles, or 48 bot"
2026-05-16T03:35:05.856434+00:00,7640292882129128726,2026-05-16T01:19:09+00:00,130,0,0,0,0,London taste test needed
2026-05-16T03:35:05.856434+00:00,7640258184027966742,2026-05-15T23:04:07+00:00,168,0,0,0,0,"TikTok humbled this tiny juice launch, so tomorrow's content is getting built by comments instead of fake wellness hooks. Pick the next proof video: A = batch prep chaos B = taste test reactions C = i"
2026-05-16T03:35:05.856434+00:00,7640125055929814294,2026-05-15T14:27:23+00:00,237,1,0,0,0,Honest question for London would you pay £3.50 for fresh cold pressed juice Comment A B C D plus your area Link in bio
2026-05-16T03:35:05.856434+00:00,7640092547611725078,2026-05-15T12:21:17+00:00,240,1,0,0,0,TikTok humbled this juice launch
2026-05-16T03:35:05.856434+00:00,7639989515167255830,2026-05-15T05:41:39+00:00,267,3,0,0,0,"Fair pushback — moving away from fake wellness claims and showing the real product instead. Vita Press is cold-pressed juice made from food ingredients. Not medical advice, not a cure, and not a repla"
2026-05-16T03:35:05.856434+00:00,7637041719061531926,2026-05-07T07:02:28+00:00,243,17,1,0,4,My nutritionist told me to drink this every morning 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they mak
2026-05-16T03:35:05.856434+00:00,7636671658404728086,2026-05-06T07:06:35+00:00,282,8,0,0,0,What's actually in your £3.50 juice? 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they make fresh cold-pr
2026-05-16T03:35:05.856434+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
2026-05-16T05:36:26.584503+00:00,7640327625642134806,2026-05-16T03:34:15+00:00,99,0,0,0,0,"Tiny fresh-batch problem — make too few bottles and people miss out. Make too many and fresh stock expires fast. London, vote before I prep the next Vita Press batch: 24 bottles, 36 bottles, or 48 bot"
2026-05-16T05:36:26.584503+00:00,7640292882129128726,2026-05-16T01:19:09+00:00,238,0,0,0,0,London taste test needed
2026-05-16T05:36:26.584503+00:00,7640258184027966742,2026-05-15T23:04:07+00:00,212,0,0,0,0,"TikTok humbled this tiny juice launch, so tomorrow's content is getting built by comments instead of fake wellness hooks. Pick the next proof video: A = batch prep chaos B = taste test reactions C = i"
2026-05-16T05:36:26.584503+00:00,7640125055929814294,2026-05-15T14:27:23+00:00,237,1,0,0,0,Honest question for London would you pay £3.50 for fresh cold pressed juice Comment A B C D plus your area Link in bio
2026-05-16T05:36:26.584503+00:00,7640092547611725078,2026-05-15T12:21:17+00:00,240,1,0,0,0,TikTok humbled this juice launch
2026-05-16T05:36:26.584503+00:00,7639989515167255830,2026-05-15T05:41:39+00:00,267,3,0,0,0,"Fair pushback — moving away from fake wellness claims and showing the real product instead. Vita Press is cold-pressed juice made from food ingredients. Not medical advice, not a cure, and not a repla"
2026-05-16T05:36:26.584503+00:00,7637041719061531926,2026-05-07T07:02:28+00:00,243,17,1,0,4,My nutritionist told me to drink this every morning 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they mak
2026-05-16T05:36:26.584503+00:00,7636671658404728086,2026-05-06T07:06:35+00:00,282,8,0,0,0,What's actually in your £3.50 juice? 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they make fresh cold-pr
2026-05-16T05:36:26.584503+00:00,7636456319465180438,2026-05-05T17:10:46+00:00,285,3,0,0,1,My PT said replace pre-workout with this £3.50 bottle 😭 I've been struggling with energy and my PT recommended I try cold-pressed juice instead of synthetic pre-workout. So I found Vita Press — they m
